,post,likes,sponsored,nPost,followers,followees,nIgtv,business,verified,day,month,hour_of_day,category
12445,2021-02-25_07-25-17_UTC,678,1,1495,18968,1907,5,0,0,Thursday,2,8.0,Other
12447,2021-02-21_13-37-38_UTC,561,1,1495,18968,1907,5,0,0,Sunday,2,14.0,Other
12448,2021-02-18_17-54-27_UTC,1049,0,1495,18968,1907,5,0,0,Thursday,2,18.0,Other
12450,2021-02-14_15-42-51_UTC,424,1,1495,18968,1907,5,0,0,Sunday,2,16.0,Other
12451,2021-02-12_18-10-28_UTC,468,1,1495,18968,1907,5,0,0,Friday,2,19.0,Other
12452,2021-02-09_17-45-32_UTC,935,0,1495,18968,1907,5,0,0,Tuesday,2,18.0,Other
12454,2021-02-06_07-48-45_UTC,584,1,1495,18968,1907,5,0,0,Saturday,2,8.0,Other
12455,2021-02-05_06-57-45_UTC,578,1,1495,18968,1907,5,0,0,Friday,2,7.0,Other
12456,2021-02-02_18-28-50_UTC,682,1,1495,18968,1907,5,0,0,Tuesday,2,19.0,Other
12457,2021-01-31_13-08-46_UTC,296,0,1495,18968,1907,5,0,0,Sunday,1,14.0,Other
12458,2021-01-31_08-05-17_UTC,643,1,1495,18968,1907,5,0,0,Sunday,1,9.0,Other
12459,2021-01-28_16-41-50_UTC,480,0,1495,18968,1907,5,0,0,Thursday,1,17.0,Other
12460,2021-01-26_18-21-13_UTC,475,1,1495,18968,1907,5,0,0,Tuesday,1,19.0,Other
12461,2021-01-24_14-16-24_UTC,760,0,1495,18968,1907,5,0,0,Sunday,1,15.0,Other
12462,2021-01-22_12-58-08_UTC,572,0,1495,18968,1907,5,0,0,Friday,1,13.0,Other
12463,2021-01-19_07-56-06_UTC,738,0,1495,18968,1907,5,0,0,Tuesday,1,8.0,Other
12464,2021-01-17_12-06-50_UTC,529,1,1495,18968,1907,5,0,0,Sunday,1,13.0,Other
12465,2021-01-15_11-17-45_UTC,512,1,1495,18968,1907,5,0,0,Friday,1,12.0,Other
12466,2021-01-13_08-48-33_UTC,558,1,1495,18968,1907,5,0,0,Wednesday,1,9.0,Other
12467,2021-01-12_06-51-21_UTC,517,1,1495,18968,1907,5,0,0,Tuesday,1,7.0,Other
12468,2021-01-09_16-48-18_UTC,508,1,1495,18968,1907,5,0,0,Saturday,1,17.0,Other
12469,2021-01-07_06-57-34_UTC,485,1,1495,18968,1907,5,0,0,Thursday,1,7.0,Other
12470,2021-01-04_06-57-54_UTC,443,1,1495,18968,1907,5,0,0,Monday,1,7.0,Other
12471,2021-01-01_13-48-14_UTC,644,1,1495,18968,1907,5,0,0,Friday,1,14.0,Other
12474,2021-11-11_07-47-35_UTC,2088,0,257,22783,756,0,0,0,Thursday,11,8.0,Other
12478,2021-10-28_06-47-44_UTC,734,0,257,22783,756,0,0,0,Thursday,10,7.0,Other
12481,2021-10-07_07-01-06_UTC,1499,0,257,22783,756,0,0,0,Thursday,10,8.0,Other
12483,2021-10-01_06-58-18_UTC,2179,0,257,22783,756,0,0,0,Friday,10,7.0,Other
12484,2021-09-24_07-16-36_UTC,846,0,257,22783,756,0,0,0,Friday,9,8.0,Other
12485,2021-09-16_06-50-39_UTC,1080,0,257,22783,756,0,0,0,Thursday,9,7.0,Other
12488,2021-08-27_06-47-30_UTC,2094,0,257,22783,756,0,0,0,Friday,8,7.0,Other
12490,2021-08-19_06-39-13_UTC,3651,0,257,22783,756,0,0,0,Thursday,8,7.0,Other
12491,2021-08-13_06-16-45_UTC,881,0,257,22783,756,0,0,0,Friday,8,7.0,Other
12492,2021-08-07_06-53-13_UTC,2986,0,257,22783,756,0,0,0,Saturday,8,7.0,Other
12495,2021-07-30_07-09-50_UTC,1397,0,257,22783,756,0,0,0,Friday,7,8.0,Other
12496,2021-07-28_06-52-59_UTC,2235,0,257,22783,756,0,0,0,Wednesday,7,7.0,Other
12497,2021-07-26_06-45-47_UTC,3220,0,257,22783,756,0,0,0,Monday,7,7.0,Other
12498,2021-07-23_06-37-21_UTC,2336,0,257,22783,756,0,0,0,Friday,7,7.0,Other
12499,2021-07-22_06-59-22_UTC,876,0,257,22783,756,0,0,0,Thursday,7,7.0,Other
12500,2021-07-21_06-23-25_UTC,1385,0,257,22783,756,0,0,0,Wednesday,7,7.0,Other
12501,2021-07-13_07-10-22_UTC,781,0,257,22783,756,0,0,0,Tuesday,7,8.0,Other
12502,2021-07-06_07-01-39_UTC,1368,0,257,22783,756,0,0,0,Tuesday,7,8.0,Other
12503,2021-07-02_06-49-47_UTC,1551,0,257,22783,756,0,0,0,Friday,7,7.0,Other
12505,2021-06-27_07-36-21_UTC,803,0,257,22783,756,0,0,0,Sunday,6,8.0,Other
12506,2021-06-25_06-57-08_UTC,894,0,257,22783,756,0,0,0,Friday,6,7.0,Other
12508,2021-06-18_06-42-25_UTC,768,0,257,22783,756,0,0,0,Friday,6,7.0,Other
12511,2021-06-10_06-18-46_UTC,1121,0,257,22783,756,0,0,0,Thursday,6,7.0,Other
12513,2021-05-21_09-36-45_UTC,1142,0,257,22783,756,0,0,0,Friday,5,10.0,Other
12514,2021-05-20_06-36-15_UTC,1009,0,257,22783,756,0,0,0,Thursday,5,7.0,Other
12515,2021-05-13_06-58-48_UTC,1610,0,257,22783,756,0,0,0,Thursday,5,7.0,Other
12516,2021-05-06_06-43-11_UTC,4057,0,257,22783,756,0,0,0,Thursday,5,7.0,Other
12517,2021-05-03_06-54-47_UTC,2248,0,257,22783,756,0,0,0,Monday,5,7.0,Other
12518,2021-04-30_06-52-44_UTC,1587,0,257,22783,756,0,0,0,Friday,4,7.0,Other
12519,2021-04-29_06-49-18_UTC,1509,0,257,22783,756,0,0,0,Thursday,4,7.0,Other
12520,2021-04-21_16-40-24_UTC,410,0,257,22783,756,0,0,0,Wednesday,4,17.0,Other
12522,2021-04-14_07-29-23_UTC,803,0,257,22783,756,0,0,0,Wednesday,4,8.0,Other
12523,2021-04-11_07-51-27_UTC,863,0,257,22783,756,0,0,0,Sunday,4,8.0,Other
12525,2021-04-03_06-36-35_UTC,960,0,257,22783,756,0,0,0,Saturday,4,7.0,Other
12527,2021-03-25_07-49-17_UTC,1401,0,257,22783,756,0,0,0,Thursday,3,8.0,Other
12528,2021-03-22_18-29-43_UTC,897,0,257,22783,756,0,0,0,Monday,3,19.0,Other
12529,2021-03-11_17-39-19_UTC,1435,0,257,22783,756,0,0,0,Thursday,3,18.0,Other
12530,2021-03-09_19-01-59_UTC,1389,0,257,22783,756,0,0,0,Tuesday,3,20.0,Other
12533,2021-03-06_08-55-13_UTC,518,0,257,22783,756,0,0,0,Saturday,3,9.0,Other
12535,2021-03-01_08-22-19_UTC,1286,0,257,22783,756,0,0,0,Monday,3,9.0,Other
12536,2021-02-23_20-15-49_UTC,601,0,257,22783,756,0,0,0,Tuesday,2,21.0,Other
12538,2021-02-04_18-19-28_UTC,949,0,257,22783,756,0,0,0,Thursday,2,19.0,Other
12539,2021-01-29_17-52-48_UTC,1088,0,257,22783,756,0,0,0,Friday,1,18.0,Other
12540,2021-01-15_19-43-26_UTC,647,0,257,22783,756,0,0,0,Friday,1,20.0,Other
12541,2021-01-07_21-19-36_UTC,1615,0,257,22783,756,0,0,0,Thursday,1,22.0,Other
12542,2021-01-29_19-52-51_UTC,472,0,1239,15169,665,4,0,0,Friday,1,20.0,Other
12543,2021-01-28_03-46-12_UTC,506,0,1239,15169,665,4,0,0,Thursday,1,4.0,Other
12544,2021-01-25_15-43-35_UTC,787,0,1239,15169,665,4,0,0,Monday,1,16.0,Other
12545,2021-01-21_02-25-40_UTC,390,0,1239,15169,665,4,0,0,Thursday,1,3.0,Other
12546,2021-01-19_01-50-34_UTC,1217,0,1239,15169,665,4,0,0,Tuesday,1,2.0,Other
12547,2021-01-14_04-30-27_UTC,522,0,1239,15169,665,4,0,0,Thursday,1,5.0,Other
12548,2021-01-12_02-26-16_UTC,764,0,1239,15169,665,4,0,0,Tuesday,1,3.0,Other
12549,2021-01-10_02-04-32_UTC,708,0,1239,15169,665,4,0,0,Sunday,1,3.0,Other
12550,2021-01-05_04-37-01_UTC,759,0,1239,15169,665,4,0,0,Tuesday,1,5.0,Other
12551,2021-01-03_03-34-35_UTC,806,0,1239,15169,665,4,0,0,Sunday,1,4.0,Other
12552,2021-01-01_01-50-06_UTC,978,0,1239,15169,665,4,0,0,Friday,1,2.0,Other
12553,2021-12-28_03-26-46_UTC,425,0,1239,15169,665,4,0,0,Friday,12,18.0,Other
12554,2021-12-22_02-59-42_UTC,534,0,1239,15169,665,4,0,0,Thursday,12,16.0,Other
12556,2021-12-17_03-28-15_UTC,663,0,1239,15169,665,4,0,0,Wednesday,12,16.0,Other
12557,2021-12-16_03-29-22_UTC,393,0,1239,15169,665,4,0,0,Tuesday,12,21.0,Other
12558,2021-12-11_04-00-29_UTC,354,0,1239,15169,665,4,0,0,Monday,12,17.0,Other
12559,2021-12-08_00-07-34_UTC,911,0,1239,15169,665,4,0,0,Sunday,12,19.0,Other
12560,2021-12-03_03-22-32_UTC,399,0,1239,15169,665,4,0,0,Friday,12,17.0,Other
12561,2021-11-30_04-55-30_UTC,662,0,1239,15169,665,4,0,0,Thursday,12,17.0,Other
12562,2021-11-27_01-04-45_UTC,386,0,1239,15169,665,4,0,0,Wednesday,12,16.0,Other
12563,2021-11-25_20-29-21_UTC,398,0,1239,15169,665,4,0,0,Tuesday,12,23.0,Other
12564,2021-11-23_03-22-25_UTC,512,0,1239,15169,665,4,0,0,Monday,12,20.0,Other
12565,2021-11-17_03-29-01_UTC,632,0,1239,15169,665,4,0,0,Sunday,12,22.0,Other
12566,2021-11-14_04-45-38_UTC,2243,0,1239,15169,665,4,0,0,Friday,12,22.0,Other
12568,2021-11-09_04-30-23_UTC,603,0,1239,15169,665,4,0,0,Thursday,12,16.0,Other
12569,2021-11-07_01-41-44_UTC,449,0,1239,15169,665,4,0,0,Wednesday,12,16.0,Other
12570,2021-11-05_23-42-15_UTC,378,0,1239,15169,665,4,0,0,Tuesday,12,23.0,Other
12571,2021-11-02_02-24-41_UTC,648,0,1239,15169,665,4,0,0,Tuesday,12,16.0,Other
12573,2021-10-29_03-38-03_UTC,301,0,1239,15169,665,4,0,0,Monday,12,17.0,Other
12574,2021-10-26_03-18-57_UTC,268,0,1239,15169,665,4,0,0,Sunday,12,20.0,Other
12575,2021-10-24_02-50-03_UTC,1128,0,1239,15169,665,4,0,0,Saturday,12,15.0,Other
12576,2021-10-22_02-04-34_UTC,526,0,1239,15169,665,4,0,0,Friday,12,20.0,Other
12577,2021-10-21_01-59-45_UTC,572,0,1239,15169,665,4,0,0,Thursday,12,16.0,Other
12578,2021-10-19_02-41-04_UTC,365,0,1239,15169,665,4,0,0,Wednesday,12,17.0,Other
12579,2021-10-16_02-28-02_UTC,399,0,1239,15169,665,4,0,0,Tuesday,12,16.0,Other
12580,2021-10-13_01-56-19_UTC,372,0,1239,15169,665,4,0,0,Monday,12,17.0,Other
12581,2021-10-08_02-07-38_UTC,291,0,1239,15169,665,4,0,0,Saturday,12,15.0,Other
12582,2021-10-07_01-39-50_UTC,533,0,1239,15169,665,4,0,0,Friday,12,17.0,Other
12583,2021-10-06_01-12-18_UTC,606,0,1239,15169,665,4,0,0,Thursday,12,22.0,Other
12584,2021-10-03_03-06-29_UTC,345,0,1239,15169,665,4,0,0,Thursday,12,17.0,Other
12585,2021-09-28_02-36-02_UTC,536,0,1239,15169,665,4,0,0,Wednesday,12,17.0,Other
12586,2021-09-27_04-12-43_UTC,464,0,1239,15169,665,4,0,0,Tuesday,11,19.0,Other
12587,2021-09-23_02-11-11_UTC,638,0,1239,15169,665,4,0,0,Tuesday,11,17.0,Other
12588,2021-09-21_02-02-25_UTC,602,0,1239,15169,665,4,0,0,Monday,11,17.0,Other
12590,2021-09-18_02-30-17_UTC,645,0,1239,15169,665,4,0,0,Friday,11,18.0,Other
12591,2021-09-16_02-14-56_UTC,525,0,1239,15169,665,4,0,0,Thursday,11,18.0,Other
12592,2021-09-14_02-06-17_UTC,629,0,1239,15169,665,4,0,0,Wednesday,11,16.0,Other
12593,2021-09-12_01-06-26_UTC,583,0,1239,15169,665,4,0,0,Tuesday,11,16.0,Other
12594,2021-09-08_19-58-01_UTC,421,0,1239,15169,665,4,0,0,Tuesday,11,0.0,Other
12595,2021-09-07_01-57-54_UTC,446,0,1239,15169,665,4,0,0,Monday,11,15.0,Other
12596,2021-09-03_01-18-40_UTC,579,0,1239,15169,665,4,0,0,Sunday,11,23.0,Other
12597,2021-08-31_02-47-06_UTC,813,0,1239,15169,665,4,0,0,Saturday,11,15.0,Other
12598,2021-08-27_02-47-08_UTC,514,0,1239,15169,665,4,0,0,Friday,11,17.0,Other
12600,2021-08-24_01-32-09_UTC,548,0,1239,15169,665,4,0,0,Thursday,11,17.0,Other
12601,2021-08-23_01-09-46_UTC,472,0,1239,15169,665,4,0,0,Wednesday,11,17.0,Other
12602,2021-08-21_02-20-50_UTC,521,0,1239,15169,665,4,0,0,Tuesday,11,17.0,Other
12603,2021-08-18_03-42-13_UTC,384,0,1239,15169,665,4,0,0,Monday,11,17.0,Other
12604,2021-08-13_01-09-11_UTC,412,0,1239,15169,665,4,0,0,Sunday,11,23.0,Other
12605,2021-08-11_03-16-43_UTC,450,0,1239,15169,665,4,0,0,Saturday,11,15.0,Other
12607,2021-08-04_02-25-19_UTC,406,0,1239,15169,665,4,0,0,Thursday,11,21.0,Other
12608,2021-08-02_16-08-12_UTC,449,0,1239,15169,665,4,0,0,Thursday,11,16.0,Other
12609,2021-07-29_03-41-20_UTC,508,0,1239,15169,665,4,0,0,Wednesday,11,17.0,Other
12610,2021-07-26_02-30-46_UTC,573,0,1239,15169,665,4,0,0,Tuesday,11,16.0,Other
12611,2021-07-21_02-10-02_UTC,533,0,1239,15169,665,4,0,0,Monday,11,17.0,Other
12612,2021-07-20_02-18-22_UTC,646,0,1239,15169,665,4,0,0,Saturday,11,19.0,Other
12613,2021-07-15_23-25-14_UTC,383,0,1239,15169,665,4,0,0,Friday,11,17.0,Other
12614,2021-07-14_03-17-19_UTC,406,0,1239,15169,665,4,0,0,Thursday,11,17.0,Other
12615,2021-07-10_00-52-21_UTC,789,0,1239,15169,665,4,0,0,Wednesday,11,17.0,Other
12616,2021-07-07_02-17-41_UTC,631,0,1239,15169,665,4,0,0,Tuesday,11,19.0,Other
12617,2021-07-02_02-17-38_UTC,365,0,1239,15169,665,4,0,0,Monday,11,17.0,Other
12618,2021-06-30_23-07-28_UTC,368,0,1239,15169,665,4,0,0,Friday,10,22.0,Other
12619,2021-06-30_01-58-39_UTC,442,0,1239,15169,665,4,0,0,Thursday,10,22.0,Other
12620,2021-06-28_03-11-20_UTC,801,0,1239,15169,665,4,0,0,Thursday,10,16.0,Other
12621,2021-06-24_01-55-19_UTC,511,0,1239,15169,665,4,0,0,Wednesday,10,16.0,Other
12623,2021-06-19_02-46-21_UTC,502,0,1239,15169,665,4,0,0,Monday,10,17.0,Other
12624,2021-06-17_03-17-18_UTC,463,0,1239,15169,665,4,0,0,Monday,10,0.0,Other
12625,2021-06-16_02-19-32_UTC,480,0,1239,15169,665,4,0,0,Saturday,10,20.0,Other
12626,2021-06-13_03-32-14_UTC,482,0,1239,15169,665,4,0,0,Friday,10,22.0,Other
12627,2021-06-10_03-07-36_UTC,474,0,1239,15169,665,4,0,0,Thursday,10,22.0,Other
12629,2021-06-03_03-14-14_UTC,531,0,1239,15169,665,4,0,0,Wednesday,10,17.0,Other
12630,2021-06-01_15-14-13_UTC,359,0,1239,15169,665,4,0,0,Tuesday,10,20.0,Other
12631,2021-05-30_03-22-51_UTC,539,0,1239,15169,665,4,0,0,Tuesday,10,16.0,Other
12632,2021-05-29_02-57-00_UTC,707,0,1239,15169,665,4,0,0,Monday,10,17.0,Other
12633,2021-05-27_02-57-58_UTC,523,0,1239,15169,665,4,0,0,Sunday,10,22.0,Other
12634,2021-05-26_03-03-45_UTC,746,0,1239,15169,665,4,0,0,Saturday,10,17.0,Other
12635,2021-05-21_01-21-33_UTC,610,0,1239,15169,665,4,0,0,Friday,10,17.0,Other
12636,2021-05-19_02-30-36_UTC,698,0,1239,15169,665,4,0,0,Thursday,10,22.0,Other
12637,2021-05-16_02-36-37_UTC,445,0,1239,15169,665,4,0,0,Thursday,10,16.0,Other
12638,2021-05-14_02-30-15_UTC,1182,0,1239,15169,665,4,0,0,Wednesday,10,16.0,Other
12639,2021-05-12_02-53-42_UTC,544,0,1239,15169,665,4,0,0,Tuesday,10,21.0,Other
12640,2021-05-11_03-27-26_UTC,873,0,1239,15169,665,4,0,0,Tuesday,10,16.0,Other
12641,2021-05-05_02-23-42_UTC,649,0,1239,15169,665,4,0,0,Monday,10,16.0,Other
12642,2021-04-29_03-19-34_UTC,342,0,1239,15169,665,4,0,0,Monday,10,0.0,Other
12643,2021-04-27_15-38-20_UTC,465,0,1239,15169,665,4,0,0,Saturday,10,15.0,Other
12644,2021-04-21_02-58-19_UTC,1127,0,1239,15169,665,4,0,0,Friday,10,15.0,Other
12645,2021-04-17_01-22-21_UTC,1999,0,1239,15169,665,4,0,0,Thursday,10,20.0,Other
12646,2021-04-16_02-37-15_UTC,584,0,1239,15169,665,4,0,0,Thursday,10,16.0,Other
12648,2021-04-11_22-38-35_UTC,414,0,1239,15169,665,4,0,0,Tuesday,10,1.0,Other
12649,2021-04-06_03-42-25_UTC,606,0,1239,15169,665,4,0,0,Sunday,10,23.0,Other
12650,2021-04-04_02-35-44_UTC,371,0,1239,15169,665,4,0,0,Saturday,10,18.0,Other
12653,2021-03-26_16-28-06_UTC,1666,0,1239,15169,665,4,0,0,Wednesday,9,17.0,Other
12654,2021-03-23_03-12-03_UTC,867,0,1239,15169,665,4,0,0,Tuesday,9,16.0,Other
12655,2021-03-21_02-07-25_UTC,600,0,1239,15169,665,4,0,0,Monday,9,17.0,Other
12656,2021-03-18_01-10-10_UTC,580,0,1239,15169,665,4,0,0,Monday,9,0.0,Other
12657,2021-03-16_01-41-50_UTC,522,0,1239,15169,665,4,0,0,Saturday,9,18.0,Other
12658,2021-03-14_03-51-23_UTC,1016,0,1239,15169,665,4,0,0,Friday,9,17.0,Other
12659,2021-03-12_03-38-14_UTC,882,0,1239,15169,665,4,0,0,Thursday,9,16.0,Other
12660,2021-03-10_03-57-25_UTC,1852,0,1239,15169,665,4,0,0,Thursday,9,0.0,Other
